id,location,date,avg_volume,status
1892,Downtown,2023-06-09,92.0,Normal
1893,Bridge,2023-07-01,573.5,High
1894,Downtown,2023-10-24,431.0,High
1895,Downtown,2023-11-15,565.0,High
1896,Highway 101,2023-01-16,390.4,High
1897,Bridge,2023-03-17,354.333,High
1898,Highway 101,2023-04-14,693.0,High
1899,Bridge,2023-05-14,170.0,Normal
1900,Airport Road,2023-10-15,245.0,Normal
1901,Bridge,2023-12-16,373.0,High
1902,Downtown,2023-04-14,764.0,High
1903,Main St,2023-12-31,437.5,High
1904,Bridge,2023-10-03,208.0,Normal
1905,Airport Road,2023-04-11,405.0,High
1906,Main St,2023-02-05,348.25,High
1907,Highway 101,2023-04-05,608.667,High
1908,Main St,2023-03-27,400.0,High
1909,Highway 101,2023-02-21,326.5,High
1910,Downtown,2023-12-27,439.0,High
1911,Downtown,2023-01-03,468.6,High
1912,Bridge,2023-01-17,491.429,High
1913,Main St,2023-06-30,580.0,High
1914,Highway 101,2023-03-06,344.0,High
1915,Airport Road,2023-05-10,210.5,Normal
1916,Downtown,2023-05-02,433.0,High
1917,Airport Road,2023-04-29,511.0,High
1918,Airport Road,2023-08-20,463.0,High
1919,Highway 101,2023-07-05,522.0,High
1920,Downtown,2023-01-18,343.0,High
1921,Highway 101,2023-03-03,445.0,High
1922,Main St,2023-05-28,456.5,High
1923,Highway 101,2023-06-17,768.0,High
1924,Airport Road,2023-10-09,411.0,High
1925,Downtown,2023-10-02,85.0,Normal
1926,Bridge,2023-02-18,352.0,High
1927,Main St,2023-04-19,462.5,High
1928,Airport Road,2023-02-10,484.0,High
1929,Downtown,2023-04-05,570.0,High
1930,Airport Road,2023-05-11,235.0,Normal
1931,Main St,2023-05-09,333.5,High
1932,Bridge,2023-09-27,626.0,High
1933,Main St,2023-06-20,179.0,Normal
1934,Main St,2023-01-19,462.833,High
1935,Main St,2023-01-11,495.571,High
1936,Downtown,2023-01-08,378.0,High
1937,Bridge,2023-06-04,506.333,High
1938,Airport Road,2023-05-27,647.5,High
1939,Bridge,2023-04-09,590.5,High
1940,Airport Road,2023-02-26,319.0,High
1941,Highway 101,2023-04-09,214.5,Normal
1942,Downtown,2023-07-05,451.0,High
1943,Downtown,2023-09-23,338.0,High
1944,Highway 101,2023-04-11,303.0,High
1945,Bridge,2023-02-07,382.667,High
1946,Airport Road,2023-02-04,730.0,High
1947,Bridge,2023-05-19,540.333,High
1948,Main St,2023-06-27,592.0,High
1949,Bridge,2023-08-03,566.0,High
1950,Highway 101,2023-01-23,380.333,High
1951,Highway 101,2023-05-11,615.333,High
1952,Main St,2023-06-04,786.0,High
1953,Main St,2023-04-08,361.0,High
1954,Downtown,2023-04-26,256.0,Normal
1955,Airport Road,2023-05-16,444.0,High
1956,Airport Road,2023-08-08,181.0,Normal
1957,Airport Road,2023-12-31,673.0,High
1958,Highway 101,2023-07-12,123.0,Normal
1959,Main St,2023-01-15,455.0,High
1960,Airport Road,2023-01-12,436.818,High
1961,Downtown,2023-03-19,379.0,High
1962,Bridge,2023-02-06,323.333,High
1963,Downtown,2023-10-01,87.0,Normal
1964,Highway 101,2023-01-08,507.143,High
1965,Airport Road,2023-02-01,139.0,Normal
1966,Bridge,2023-11-01,757.0,High
1967,Highway 101,2023-10-20,202.0,Normal
1968,Downtown,2023-04-15,316.0,High
1969,Airport Road,2023-07-20,589.5,High
1970,Airport Road,2023-04-01,236.0,Normal
1971,Main St,2023-01-13,437.818,High
1972,Bridge,2023-05-08,459.5,High
1973,Downtown,2023-05-26,454.0,High
1974,Airport Road,2023-05-20,380.0,High
1975,Airport Road,2023-07-19,797.0,High
1976,Downtown,2023-01-29,468.538,High
1977,Main St,2023-05-25,685.0,High
1978,Downtown,2023-01-31,366.5,High
1979,Downtown,2023-04-01,429.0,High
1980,Airport Road,2023-10-11,343.0,High
1981,Downtown,2023-02-28,198.0,Normal
1982,Airport Road,2023-03-14,519.5,High
1983,Bridge,2023-03-16,329.333,High
1984,Downtown,2023-01-26,428.667,High
1985,Main St,2023-04-01,333.0,High
1986,Main St,2023-06-13,351.0,High
1987,Main St,2023-07-21,470.0,High
1988,Downtown,2023-03-29,433.75,High
1989,Main St,2023-02-22,436.75,High
1990,Downtown,2023-08-20,516.0,High
1991,Airport Road,2023-04-12,558.0,High
1992,Downtown,2023-08-07,412.0,High
1993,Bridge,2023-01-11,471.417,High
1994,Bridge,2023-01-28,381.8,High
1995,Downtown,2023-01-20,225.0,Normal
1996,Main St,2023-03-25,772.0,High
1997,Airport Road,2023-04-21,340.0,High
1998,Airport Road,2023-06-22,449.0,High
1999,Downtown,2023-02-02,668.0,High
2000,Airport Road,2023-05-12,701.333,High
2001,Highway 101,2023-03-12,415.5,High
2002,Airport Road,2023-04-23,354.5,High
2003,Highway 101,2023-12-05,314.0,High
2004,Downtown,2023-10-08,623.0,High
2005,Airport Road,2023-01-08,234.857,Normal
2006,Main St,2023-06-10,124.0,Normal
2007,Main St,2023-02-20,376.833,High
2008,Main St,2023-03-08,125.0,Normal
2009,Downtown,2023-08-21,174.0,Normal
2010,Bridge,2023-01-31,186.0,Normal
2011,Highway 101,2023-03-14,70.0,Normal
2012,Bridge,2023-04-18,678.667,High
2013,Airport Road,2023-06-01,470.667,High
2014,Highway 101,2023-02-20,202.0,Normal
2015,Airport Road,2023-11-13,202.0,Normal
2016,Airport Road,2023-12-22,312.0,High
2017,Airport Road,2023-01-29,425.0,High
2018,Bridge,2023-01-16,394.0,High
2019,Airport Road,2023-01-28,398.4,High
2020,Airport Road,2023-02-12,477.0,High
2021,Airport Road,2023-04-06,414.0,High
2022,Bridge,2023-11-11,199.0,Normal
2023,Highway 101,2023-03-07,300.0,Normal
2024,Bridge,2023-06-29,726.0,High
2025,Airport Road,2023-11-15,530.0,High
2026,Airport Road,2023-05-17,91.0,Normal
2027,Airport Road,2023-01-04,502.0,High
2028,Bridge,2023-05-23,229.0,Normal
2029,Downtown,2023-06-07,285.5,Normal
2030,Main St,2023-04-13,324.0,High
2031,Airport Road,2023-11-01,566.0,High
2032,Highway 101,2023-08-19,789.0,High
2033,Airport Road,2023-01-20,390.889,High
2034,Highway 101,2023-01-05,285.25,Normal
2035,Highway 101,2023-03-02,290.0,Normal
2036,Bridge,2023-02-01,109.0,Normal
2037,Airport Road,2023-02-03,366.0,High
2038,Bridge,2023-06-08,314.5,High
2039,Bridge,2023-12-04,102.0,Normal
2040,Bridge,2023-04-23,377.5,High
2041,Highway 101,2023-05-25,275.0,Normal
2042,Main St,2023-12-28,713.0,High
2043,Airport Road,2023-10-25,474.0,High
2044,Downtown,2023-11-20,506.0,High
2045,Downtown,2023-09-12,254.0,Normal
2046,Main St,2023-10-17,273.0,Normal
2047,Bridge,2023-03-29,280.0,Normal
2048,Main St,2023-01-03,353.8,High
2049,Downtown,2023-01-14,383.429,High
2050,Main St,2023-06-14,492.75,High
2051,Highway 101,2023-06-07,561.5,High
2052,Downtown,2023-07-22,761.0,High
2053,Downtown,2023-05-18,294.0,Normal
2054,Main St,2023-11-11,295.0,Normal
2055,Downtown,2023-06-30,242.5,Normal
2056,Main St,2023-02-04,262.6,Normal
2057,Airport Road,2023-06-20,382.0,High
2058,Airport Road,2023-12-07,445.0,High
2059,Airport Road,2023-04-09,239.0,Normal
2060,Airport Road,2023-01-14,360.429,High
2061,Bridge,2023-06-06,686.667,High
2062,Highway 101,2023-05-22,790.0,High
2063,Downtown,2023-02-14,309.0,High
2064,Main St,2023-11-19,126.0,Normal
2065,Bridge,2023-12-06,395.0,High
2066,Highway 101,2023-01-12,407.444,High
2067,Downtown,2023-01-17,592.5,High
2068,Bridge,2023-06-07,499.0,High
2069,Main St,2023-06-02,601.0,High
2070,Downtown,2023-06-03,572.5,High
2071,Downtown,2023-07-16,153.0,Normal
2072,Downtown,2023-05-29,185.0,Normal
2073,Airport Road,2023-12-06,206.0,Normal
2074,Main St,2023-01-07,79.0,Normal
2075,Bridge,2023-04-22,441.5,High
2076,Downtown,2023-06-14,218.5,Normal
2077,Highway 101,2023-03-04,474.5,High
2078,Highway 101,2023-04-06,391.2,High
2079,Airport Road,2023-03-03,113.0,Normal
2080,Downtown,2023-03-06,645.0,High
2081,Main St,2023-10-07,271.0,Normal
2082,Bridge,2023-01-05,384.9,High
2083,Airport Road,2023-04-04,500.5,High
2084,Bridge,2023-06-19,313.5,High
2085,Downtown,2023-05-31,627.0,High
2086,Highway 101,2023-03-01,461.0,High
2087,Main St,2023-02-02,268.0,Normal
2088,Highway 101,2023-08-31,236.0,Normal
2089,Highway 101,2023-01-03,460.857,High
2090,Bridge,2023-01-26,533.625,High
2091,Airport Road,2023-03-01,495.5,High
2092,Airport Road,2023-04-10,493.0,High
2093,Main St,2023-07-12,367.0,High
2094,Highway 101,2025-06-18,276.932,Normal
2095,Highway 101,2023-02-11,415.5,High
2096,Highway 101,2023-05-14,478.2,High
2097,Downtown,2023-06-28,319.5,High
2098,Downtown,2023-08-31,444.0,High
2099,Bridge,2023-10-15,727.0,High
2100,Airport Road,2023-02-21,222.25,Normal
2101,Airport Road,2023-06-06,518.75,High
2102,Highway 101,2023-08-17,355.0,High
2103,Downtown,2023-01-04,339.333,High
2104,Airport Road,2023-03-21,360.333,High
2105,Downtown,2023-02-06,108.0,Normal
2106,Airport Road,2023-01-16,348.5,High
2107,Downtown,2023-01-23,465.714,High
2108,Bridge,2023-01-21,385.0,High
2109,Bridge,2023-05-07,376.0,High
2110,Bridge,2023-03-04,744.0,High
2111,Bridge,2023-07-18,172.0,Normal
2112,Downtown,2023-04-19,222.0,Normal
2113,Downtown,2023-03-09,500.0,High
2114,Bridge,2023-08-18,410.0,High
2115,Bridge,2023-02-28,530.0,High
2116,Highway 101,2023-03-27,446.0,High
2117,Bridge,2023-06-02,429.5,High
2118,Downtown,2023-03-24,291.0,Normal
2119,Highway 101,2023-05-24,114.0,Normal
2120,Airport Road,2023-11-23,378.0,High
2121,Highway 101,2023-12-03,299.0,Normal
2122,Airport Road,2023-05-25,625.5,High
2123,Bridge,2023-03-03,746.0,High
2124,Main St,2023-06-03,703.0,High
2125,Highway 101,2023-02-15,366.0,High
2126,Main St,2023-09-12,250.0,Normal
2127,Highway 101,2023-04-29,730.0,High
2128,Highway 101,2023-04-01,196.0,Normal
2129,Bridge,2023-04-21,538.0,High
2130,Airport Road,2023-07-15,764.5,High
2131,Bridge,2023-06-03,452.333,High
2132,Airport Road,2023-05-26,454.0,High
2133,Bridge,2023-05-26,165.0,Normal
2134,Main St,2023-03-31,706.0,High
2135,Bridge,2023-01-15,204.0,Normal
2136,Main St,2023-05-02,351.0,High
2137,Downtown,2023-03-18,389.0,High
2138,Highway 101,2023-05-07,415.333,High
2139,Main St,2023-11-17,443.0,High
2140,Airport Road,2023-08-30,768.0,High
2141,Downtown,2023-01-13,429.75,High
2142,Main St,2023-05-01,512.0,High
2143,Airport Road,2023-03-05,212.0,Normal
2144,Downtown,2023-06-18,356.75,High
2145,Airport Road,2023-03-23,769.0,High
2146,Main St,2023-11-30,572.5,High
2147,Airport Road,2023-08-19,401.0,High
2148,Bridge,2023-06-22,341.333,High
2149,Highway 101,2023-05-01,474.0,High
2150,Downtown,2023-04-21,254.0,Normal
2151,Main St,2023-06-29,297.0,Normal
2152,Downtown,2023-03-26,357.0,High
2153,Main St,2023-06-09,241.5,Normal
2154,Highway 101,2023-02-01,462.667,High
2155,Downtown,2023-04-02,234.5,Normal
2156,Airport Road,2023-06-15,459.0,High
2157,Bridge,2023-03-09,505.0,High
2158,Highway 101,2023-06-11,178.667,Normal
2159,Main St,2023-04-21,690.5,High
2160,Highway 101,2023-06-09,166.0,Normal
2161,Main St,2023-05-23,353.0,High
2162,Highway 101,2023-09-28,57.0,Normal
2163,Airport Road,2023-11-24,373.0,High
2164,Main St,2023-01-27,418.429,High
2165,Bridge,2023-04-11,430.5,High
2166,Highway 101,2023-06-05,415.5,High
2167,Downtown,2023-02-01,66.0,Normal
2168,Airport Road,2023-05-05,461.0,High
2169,Highway 101,2023-04-23,445.0,High
2170,Highway 101,2023-01-09,503.375,High
2171,Airport Road,2023-05-22,430.5,High
2172,Airport Road,2023-03-26,722.0,High
2173,Bridge,2023-12-17,174.0,Normal
2174,Bridge,2023-05-22,348.0,High
2175,Highway 101,2023-02-23,469.5,High
2176,Airport Road,2023-04-25,485.667,High
2177,Main St,2023-07-16,74.0,Normal
2178,Bridge,2023-05-11,161.0,Normal
2179,Airport Road,2023-06-02,767.0,High
2180,Highway 101,2023-03-22,573.333,High
2181,Main St,2023-05-12,506.5,High
2182,Bridge,2023-05-25,347.0,High
2183,Bridge,2023-05-13,67.0,Normal
2184,Downtown,2023-02-10,302.0,High
2185,Downtown,2025-06-18,266.944,Normal
2186,Highway 101,2023-01-02,370.833,High
2187,Downtown,2023-06-24,290.5,Normal
2188,Bridge,2023-10-21,715.0,High
2189,Bridge,2023-04-05,475.0,High
2190,Bridge,2023-06-27,224.667,Normal
2191,Downtown,2023-04-18,445.0,High
2192,Highway 101,2023-01-21,372.714,High
2193,Highway 101,2023-01-27,561.375,High
2194,Highway 101,2023-03-25,522.0,High
2195,Main St,2023-03-04,608.0,High
2196,Main St,2023-01-02,399.2,High
2197,Airport Road,2023-02-22,358.0,High
2198,Downtown,2023-01-02,407.25,High
2199,Downtown,2023-06-27,225.0,Normal
2200,Bridge,2023-04-20,342.5,High
2201,Main St,2023-03-07,402.0,High
2202,Main St,2023-08-18,636.0,High
2203,Airport Road,2023-03-13,87.0,Normal
2204,Airport Road,2023-04-30,186.5,Normal
2205,Airport Road,2023-03-17,678.0,High
2206,Highway 101,2023-02-18,412.5,High
2207,Bridge,2023-07-26,177.0,Normal
2208,University Blvd,2025-06-17,196.0,Normal
2209,Downtown,2023-04-10,674.0,High
2210,Downtown,2023-05-21,365.5,High
2211,Downtown,2023-12-26,572.0,High
2212,Bridge,2023-11-02,109.0,Normal
2213,Bridge,2023-01-14,318.667,High
2214,Downtown,2023-03-10,500.0,High
2215,Bridge,2023-10-25,491.0,High
2216,Main St,2023-07-15,443.0,High
2217,Main St,2023-01-26,489.8,High
2218,Downtown,2023-02-04,304.0,High
2219,Highway 101,2023-03-09,389.0,High
2220,Highway 101,2023-05-17,520.0,High
2221,Main St,2023-05-19,261.0,Normal
2222,Airport Road,2023-05-01,317.0,High
2223,Main St,2023-03-05,636.0,High
2224,Main St,2023-05-31,521.5,High
2225,Highway 101,2023-11-04,530.0,High
2226,Main St,2023-09-08,264.0,Normal
2227,Airport Road,2023-07-18,469.0,High
2228,Main St,2023-06-19,289.0,Normal
2229,Highway 101,2023-02-17,553.667,High
2230,Bridge,2023-02-16,77.0,Normal
2231,Main St,2023-11-15,167.0,Normal
2232,Bridge,2023-01-27,416.0,High
2233,Bridge,2023-04-10,597.333,High
2234,Main St,2023-05-24,306.5,High
2235,Airport Road,2023-01-05,425.462,High
2236,Airport Road,2023-01-02,392.769,High
2237,Airport Road,2023-06-29,475.0,High
2238,Downtown,2023-03-05,667.0,High
2239,Airport Road,2023-06-25,724.0,High
2240,Downtown,2023-08-25,487.0,High
2241,Bridge,2023-03-10,606.0,High
2242,Downtown,2023-01-05,408.1,High
2243,Bridge,2023-01-30,361.6,High
2244,Airport Road,2023-07-24,385.0,High
2245,Bridge,2023-01-02,527.364,High
2246,Highway 101,2023-04-28,681.0,High
2247,Airport Road,2023-08-05,180.0,Normal
2248,Highway 101,2023-01-20,475.833,High
2249,Downtown,2023-02-08,188.0,Normal
2250,Main St,2023-04-11,202.0,Normal
2251,Airport Road,2023-10-27,262.0,Normal
2252,Main St,2023-06-11,295.5,Normal
2253,Main St,2023-03-21,405.333,High
2254,Downtown,2023-02-13,726.5,High
2255,Bridge,2023-02-02,404.5,High
2256,Highway 101,2023-05-31,677.0,High
2257,Bridge,2023-03-07,415.0,High
2258,Downtown,2023-06-25,356.667,High
2259,Airport Road,2023-07-25,504.0,High
2260,Highway 101,2023-09-20,99.0,Normal
2261,Downtown,2023-01-28,369.5,High
2262,Airport Road,2023-05-28,110.0,Normal
2263,Highway 101,2023-04-16,401.0,High
2264,Main St,2023-07-22,539.0,High
2265,Airport Road,2023-05-23,800.0,High
2266,Airport Road,2023-04-27,697.0,High
2267,Bridge,2023-06-24,159.0,Normal
2268,Highway 101,2023-04-25,625.0,High
2269,Downtown,2023-07-02,92.0,Normal
2270,Main St,2023-11-01,120.0,Normal
2271,Highway 101,2023-02-25,195.0,Normal
2272,Airport Road,2023-02-05,465.333,High
2273,Bridge,2023-03-01,631.667,High
2274,Airport Road,2023-03-20,494.0,High
2275,Main St,2023-01-14,379.7,High
2276,Highway 101,2023-06-29,56.0,Normal
2277,Airport Road,2023-10-18,471.0,High
2278,Downtown,2023-10-14,172.0,Normal
2279,Bridge,2023-07-09,389.0,High
2280,Main St,2023-04-15,630.0,High
2281,Bridge,2023-09-08,343.0,High
2282,Main St,2023-05-04,524.0,High
2283,Bridge,2023-09-07,538.0,High
2284,Airport Road,2023-08-25,655.0,High
2285,Main St,2023-10-23,707.0,High
2286,Main St,2023-03-02,607.333,High
2287,Main St,2023-02-14,634.333,High
2288,Main St,2023-08-19,236.0,Normal
2289,Highway 101,2023-02-06,86.0,Normal
2290,Bridge,2023-01-13,406.667,High
2291,Highway 101,2023-06-16,403.0,High
2292,Downtown,2023-12-30,338.0,High
2293,Main St,2023-12-02,220.0,Normal
2294,Highway 101,2023-04-26,242.0,Normal
2295,Downtown,2023-02-25,437.0,High
2296,Bridge,2023-11-26,746.0,High
2297,Main St,2023-03-26,197.25,Normal
2298,Highway 101,2023-05-08,725.0,High
2299,Airport Road,2023-06-10,418.0,High
2300,Main St,2023-04-02,771.0,High
2301,Highway 101,2023-03-05,639.0,High
2302,Highway 101,2023-11-17,652.0,High
2303,Main St,2023-08-24,478.0,High
2304,Downtown,2023-01-01,402.692,High
2305,Main St,2023-03-15,496.0,High
2306,Downtown,2023-02-11,669.0,High
2307,Bridge,2023-10-20,255.0,Normal
2308,Airport Road,2023-06-17,58.0,Normal
2309,Downtown,2023-12-11,316.0,High
2310,Main St,2023-12-01,392.0,High
2311,Highway 101,2023-04-24,501.0,High
2312,Downtown,2023-04-23,432.0,High
2313,Downtown,2023-11-14,485.0,High
2314,Main St,2023-07-04,150.0,Normal
2315,Airport Road,2023-01-06,578.0,High
2316,Airport Road,2023-01-30,316.375,High
2317,Highway 101,2023-02-07,494.0,High
2318,Highway 101,2023-04-30,702.0,High
2319,Downtown,2023-06-12,454.0,High
2320,Bridge,2023-10-04,174.0,Normal
2321,Highway 101,2023-04-02,457.5,High
2322,Main St,2023-02-10,459.5,High
2323,Airport Road,2023-05-31,610.5,High
2324,Downtown,2023-02-03,286.0,Normal
2325,Main St,2023-02-19,174.0,Normal
2326,Bridge,2023-04-30,283.25,Normal
2327,Bridge,2023-05-12,431.333,High
2328,Airport Road,2023-06-21,416.5,High
2329,Highway 101,2023-01-30,542.875,High
2330,Airport Road,2023-01-18,509.389,High
2331,Airport Road,2023-05-08,629.0,High
2332,Bridge,2023-06-20,210.0,Normal
2333,Bridge,2023-07-14,246.0,Normal
2334,Main St,2023-07-06,263.5,Normal
2335,Downtown,2023-09-14,751.0,High
2336,Downtown,2023-01-11,385.0,High
2337,Main St,2023-03-17,341.75,High
2338,Highway 101,2023-06-22,721.0,High
2339,Downtown,2023-05-25,146.5,Normal
2340,Airport Road,2023-02-27,223.0,Normal
2341,Bridge,2023-08-25,665.0,High
2342,Main St,2023-01-01,429.157,High
2343,Downtown,2023-01-27,503.6,High
2344,Main St,2023-01-30,476.5,High
2345,Main St,2023-03-29,189.0,Normal
2346,Main St,2023-06-24,425.667,High
2347,Airport Road,2023-04-07,706.0,High
2348,Main St,2023-03-23,745.0,High
2349,Main St,2023-03-10,180.0,Normal
2350,Downtown,2023-09-01,89.0,Normal
2351,Bridge,2023-01-04,350.867,High
2352,Bridge,2023-01-07,511.0,High
2353,Bridge,2023-01-06,375.333,High
2354,Bridge,2023-04-26,579.5,High
2355,Main St,2023-02-17,318.0,High
2356,Bridge,2023-03-20,413.0,High
2357,Bridge,2023-01-09,430.125,High
2358,Highway 101,2023-05-29,379.667,High
2359,Downtown,2023-05-16,431.333,High
2360,Main St,2023-03-24,367.0,High
2361,Bridge,2023-07-03,142.0,Normal
2362,Highway 101,2023-01-24,430.75,High
2363,Airport Road,2023-04-16,659.0,High
2364,Bridge,2023-01-22,380.143,High
2365,Main St,2023-01-29,545.778,High
2366,Bridge,2023-05-20,269.5,Normal
2367,Downtown,2023-01-24,401.333,High
2368,Bridge,2023-01-23,502.8,High
2369,Highway 101,2023-03-30,336.0,High
2370,Highway 101,2023-05-30,289.5,Normal
2371,Highway 101,2023-06-23,246.0,Normal
2372,Main St,2023-02-26,635.0,High
2373,Bridge,2023-05-09,347.0,High
2374,Highway 101,2023-01-19,478.0,High
2375,Main St,2023-05-20,430.5,High
2376,Downtown,2023-05-09,59.0,Normal
2377,Main St,2023-10-06,489.0,High
2378,Downtown,2023-04-04,232.75,Normal
2379,Highway 101,2023-09-30,197.0,Normal
2380,Bridge,2023-04-02,775.0,High
2381,Airport Road,2023-01-31,719.0,High
2382,Main St,2023-02-11,694.0,High
2383,Downtown,2023-04-22,634.5,High
2384,Main St,2023-03-01,372.25,High
2385,Bridge,2023-04-15,461.0,High
2386,Downtown,2023-06-22,508.0,High
2387,Highway 101,2023-01-04,429.0,High
2388,Bridge,2023-01-08,431.667,High
2389,Highway 101,2023-05-26,524.0,High
2390,Highway 101,2023-04-07,81.0,Normal
2391,Airport Road,2023-03-29,154.0,Normal
2392,Downtown,2023-04-25,503.5,High
2393,Main St,2023-02-06,729.0,High
2394,Airport Road,2023-05-19,508.75,High
2395,Bridge,2023-05-03,585.0,High
2396,Main St,2023-07-01,445.5,High
2397,Airport Road,2023-05-30,67.0,Normal
2398,Bridge,2023-03-18,427.5,High
2399,Downtown,2023-04-06,60.0,Normal
2400,Airport Road,2023-02-20,429.333,High
2401,Highway 101,2023-06-26,402.5,High
2402,Main St,2023-12-21,135.0,Normal
2403,Airport Road,2023-01-25,397.111,High
2404,Downtown,2023-01-25,489.333,High
2405,Airport Road,2023-03-22,425.0,High
2406,Main St,2023-10-28,423.5,High
2407,Airport Road,2023-06-04,498.0,High
2408,Bridge,2023-07-22,166.0,Normal
2409,Airport Road,2023-10-23,604.0,High
2410,Airport Road,2023-02-13,532.667,High
2411,Bridge,2023-06-18,80.0,Normal
2412,Highway 101,2025-08-24,184.0,Normal
2413,Bridge,2023-04-29,86.0,Normal
2414,Downtown,2023-10-03,702.0,High
2415,Bridge,2023-10-30,265.0,Normal
2416,Highway 101,2025-01-31,327.0,High
2417,Airport Road,2025-06-01,291.0,Normal
2418,Airport Road,2025-09-28,202.0,Normal
2419,Bridge,2025-06-27,289.0,Normal
2420,Downtown,2023-01-12,485.0,High
2421,Airport Road,2023-04-17,622.0,High
2422,Downtown,2023-04-29,394.5,High
2423,Airport Road,2025-01-04,215.0,Normal
2424,Main St,2025-12-06,537.0,High
2425,Downtown,2025-08-25,104.0,Normal
2426,Main St,2023-01-10,470.0,High
2427,Downtown,2023-04-11,580.0,High
2428,Bridge,2023-02-08,717.0,High
2429,Bridge,2023-02-27,180.333,Normal
2430,Downtown,2023-04-16,353.667,High
2431,Main St,2023-05-11,486.0,High
2432,Highway 101,2023-07-26,97.0,Normal
2433,Downtown,2025-12-28,99.0,Normal
2434,Airport Road,2025-08-25,85.0,Normal
2435,Downtown,2023-01-07,468.286,High
2436,Highway 101,2023-04-18,735.0,High
2437,Downtown,2023-08-12,452.0,High
2438,Highway 101,2023-08-25,365.0,High
2439,Downtown,2023-07-31,83.0,Normal
2440,Highway 101,2025-07-12,262.0,Normal
2441,Main St,2023-06-25,219.0,Normal
